 (88.074219+0.000000j), (-63.931336+0.219885j), (-40.936959-8.747681j), (47.932932-0.398922j), (-1.504166-11.071092j), (-7.410393+4.893614j), (-40.936959+8.747681j), (15.364901-4.554502j), (-11.294292+22.306659j), (8.473369+0.473195j), (-26.785043-11.457479j), (47.932932+0.398922j), (15.941640-4.411798j), (-63.931336-0.219885j), (3.081145+5.967349j), (15.364901+4.554502j)
 (45.562500+0.000000j), (-44.767006-1.797930j), (-20.379218-1.206877j), (20.153605+2.672197j), (-6.122153+1.292942j), (6.783825-1.728740j), (-20.379218+1.206877j), (19.722481+0.234221j), (-4.834393-0.112698j), (5.447803-0.648044j), (-19.041006+3.985695j), (20.153605-2.672197j), (42.446164-3.392889j), (-44.767006+1.797930j), (-18.275197+1.493348j), (19.722481-0.234221j)
 (207.621094+0.000000j), (-86.574660-4.377010j), (-85.694722+5.842725j), (37.255360+18.687454j), (-54.033301+8.166158j), (51.663773+7.711227j), (-85.694722-5.842725j), (-9.087099-11.635109j), (-65.008527-25.790813j), (56.436004+7.466284j), (58.592810+30.498671j), (37.255360-18.687454j), (-46.506969+0.622210j), (-86.574660+4.377010j), (44.301304-10.634146j), (-9.087099+11.635109j)
 (162.484375+0.000000j), (-62.389887-1.366850j), (-76.961235+14.255662j), (56.308944-5.651155j), (-35.482761+39.811128j), (15.725958-11.833524j), (-76.961235-14.255662j), (10.894716-14.867253j), (12.478836+4.719940j), (-7.305837-44.994118j), (16.970565+5.645991j), (56.308944+5.651155j), (-36.843919+7.603787j), (-62.389887+1.366850j), (13.545274-9.072188j), (10.894716+14.867253j)
 (62.910156+0.000000j), (-60.730489-6.227791j), (-22.188182-2.877414j), (25.724141+5.039248j), (-15.357856+0.953120j), (14.729783+1.734284j), (-22.188182+2.877414j), (17.524638-1.708872j), (-11.717070+6.088440j), (14.303359-3.801265j), (-27.340759+7.792285j), (25.724141-5.039248j), (54.585443-11.191960j), (-60.730489+6.227791j), (-12.635811-1.539302j), (17.524638+1.708872j)
 (140.589844+0.000000j), (-85.592401+3.074334j), (-50.738770-7.591205j), (70.286049+15.954411j), (-37.972329-13.426088j), (3.912696+27.564419j), (-50.738770+7.591205j), (1.519056-32.205525j), (-19.435684-14.998267j), (22.457627+2.448463j), (-21.343438+2.763140j), (70.286049-15.954411j), (16.676406+31.161006j), (-85.592401-3.074334j), (-0.913203-25.888426j), (1.519056+32.205525j)
 (160.945312+0.000000j), (-83.663365+5.053941j), (-73.836407-21.151681j), (8.391693-20.046904j), (6.403190-65.063215j), (-3.633726+31.631158j), (-73.836407+21.151681j), (34.405457-0.521824j), (-25.353859+4.325243j), (16.395032+21.563067j), (37.644829-47.626805j), (8.391693+20.046904j), (2.081126+18.510062j), (-83.663365-5.053941j), (20.305499+4.488363j), (34.405457+0.521824j)
 (47.066406+0.000000j), (-46.084290+3.977526j), (-16.715377+0.918902j), (18.833196-2.878388j), (-9.500293-3.289342j), (10.084869+2.490410j), (-16.715377-0.918902j), (13.894666-0.600051j), (-7.183451-3.882870j), (8.482521+3.777568j), (-19.977758-5.048006j), (18.833196+2.878388j), (43.243149+7.510418j), (-46.084290-3.977526j), (-10.717749-1.554477j), (13.894666+0.600051j)
 (90.933594+0.000000j), (-67.012913-1.563962j), (-53.374308-3.579217j), (36.346638+12.394072j), (9.223505-5.936151j), (3.558124-11.296817j), (-53.374308+3.579217j), (31.691665+8.412659j), (-18.089124-17.113151j), (1.454379+23.513953j), (-2.895670-3.504842j), (36.346638-12.394072j), (23.830068+16.144393j), (-67.012913+1.563962j), (-0.496762+2.221944j), (31.691665-8.412659j)
 (68.125000+0.000000j), (-46.883429-0.900503j), (-39.683717-6.949442j), (45.353074+1.066109j), (6.298812-16.080905j), (-3.256448+1.819361j), (-39.683717+6.949442j), (14.209332-0.777206j), (0.612981+3.060131j), (-7.946927+18.509878j), (-22.089931-7.401667j), (45.353074-1.066109j), (10.949241-5.240442j), (-46.883429+0.900503j), (0.222467+2.934910j), (14.209332+0.777206j)
 (89.539062+0.000000j), (-76.105326+1.999436j), (-28.797400+7.794078j), (19.416853+5.294573j), (-33.142804+15.880464j), (21.960783-28.914667j), (-28.797400-7.794078j), (27.529643+15.554780j), (-30.823020-16.732417j), (36.477886+3.330740j), (-5.730265+17.380680j), (19.416853-5.294573j), (43.437534+0.622691j), (-76.105326-1.999436j), (-15.318872+16.201127j), (27.529643-15.554780j)
 (97.933594+0.000000j), (-77.807712+0.380285j), (-30.123088-1.873625j), (30.545563-0.835401j), (-23.152646+10.260532j), (11.105672-5.357622j), (-30.123088+1.873625j), (18.354253-8.392630j), (-7.791969-5.638012j), (20.777044-6.534222j), (-18.196053-1.308256j), (30.545563+0.835401j), (32.755534+6.244152j), (-77.807712-0.380285j), (-4.517006-14.359910j), (18.354253+8.392630j)
 (120.230469+0.000000j), (-73.406061-5.118993j), (-59.117549-4.507037j), (77.731480+7.863757j), (-30.289269+6.424322j), (12.533823-7.189646j), (-59.117549+4.507037j), (11.399829+13.623100j), (8.494072-5.418809j), (-2.872258+12.470797j), (-23.058783+2.678489j), (77.731480-7.863757j), (17.671173-13.273566j), (-73.406061+5.118993j), (-15.932622+7.249869j), (11.399829-13.623100j)
 (56.386719+0.000000j), (-51.264532+4.621163j), (-23.341619-0.969721j), (36.949254-3.157324j), (-7.931896-5.752010j), (9.974730+2.935117j), (-23.341619+0.969721j), (7.482802-1.533951j), (8.425410-4.752854j), (1.056439+6.821127j), (-43.723786-8.944355j), (36.949254+3.157324j), (37.871580+6.217323j), (-51.264532-4.621163j), (5.485623+1.091254j), (7.482802+1.533951j)
 (107.500000+0.000000j), (-59.792705-13.232985j), (-62.889921+4.343726j), (15.076540+5.807587j), (-7.842623+37.591384j), (-5.574752+6.686856j), (-62.889921-4.343726j), (55.633980-8.830062j), (20.038266-11.595650j), (10.506849-21.384391j), (-7.143649+25.886233j), (15.076540-5.807587j), (11.039467-32.063708j), (-59.792705+13.232985j), (-15.369307+5.209309j), (55.633980+8.830062j)
 (79.781250+0.000000j), (-64.398261+1.281735j), (-32.930413+1.912254j), (30.050073-1.994004j), (-8.625905-4.568745j), (-0.326810-3.345084j), (-32.930413-1.912254j), (20.895952+8.396978j), (-19.694806-1.875401j), (17.189118+7.332324j), (-14.581192-7.448867j), (30.050073+1.994004j), (29.878387+0.676521j), (-64.398261-1.281735j), (-3.617295+13.458283j), (20.895952-8.396978j)
 (154.355469+0.000000j), (-60.021953-4.210308j), (-56.597995+8.211180j), (66.161725+11.613063j), (-41.651155+6.709712j), (17.476335+2.944245j), (-56.597995-8.211180j), (-28.782747+0.799743j), (-47.867883-29.981932j), (32.006369+6.068487j), (23.609097+15.090410j), (66.161725-11.613063j), (-41.638702+6.758524j), (-60.021953+4.210308j), (20.676400-2.332942j), (-28.782747-0.799743j)
 (113.304688+0.000000j), (-90.316236+4.767592j), (-42.040221+2.353626j), (29.899881-0.428367j), (-22.879414-4.408193j), (19.374159-0.560609j), (-42.040221-2.353626j), (32.628868+1.301961j), (-5.206758-18.788275j), (17.507612+13.579861j), (-6.719967+0.210371j), (29.899881+0.428367j), (38.293736+10.883837j), (-90.316236-4.767592j), (-9.102059-4.696365j), (32.628868-1.301961j)
 (99.863281+0.000000j), (-64.947017-4.702459j), (-24.431901-11.759512j), (-6.517780-0.746364j), (-24.739332-15.872351j), (10.729257+27.922984j), (-24.431901+11.759512j), (35.387702-11.548956j), (-3.803009-21.859733j), (16.419805+9.202822j), (11.242225+2.248546j), (-6.517780+0.746364j), (9.443573+3.119637j), (-64.947017+4.702459j), (-2.895061-10.069294j), (35.387702+11.548956j)
 (140.621094+0.000000j), (-62.349134-11.207534j), (-63.239565+20.209591j), (-8.715006-7.155372j), (-9.648962+31.964499j), (15.732595-8.075038j), (-63.239565-20.209591j), (39.069059+5.414641j), (12.991417+23.029199j), (14.751700-24.460669j), (34.047073-2.697438j), (-8.715006+7.155372j), (-23.505067-17.029426j), (-62.349134+11.207534j), (19.887420-2.747734j), (39.069059-5.414641j)
 (65.746094+0.000000j), (-34.050462-0.381188j), (-40.416231+5.069802j), (20.900104+17.864276j), (6.159206+5.880389j), (-8.435866-7.201625j), (-40.416231-5.069802j), (30.862673-7.062145j), (4.239093-5.550840j), (-11.961945+9.601012j), (-9.443789+18.368657j), (20.900104-17.864276j), (3.213817-7.435231j), (-34.050462+0.381188j), (6.164091-21.218400j), (30.862673+7.062145j)
 (88.988281+0.000000j), (-41.157563-7.338421j), (-50.777080+6.296756j), (43.553449-8.592743j), (-3.895789+14.103915j), (11.319769-7.376174j), (-50.777080-6.296756j), (6.525005+18.174144j), (-15.544065+32.283685j), (-8.850199-10.692329j), (18.276951-18.422229j), (43.553449+8.592743j), (-13.627042-14.001227j), (-41.157563+7.338421j), (3.843070+8.799049j), (6.525005-18.174144j)
 (162.617188+0.000000j), (-79.669035-10.159444j), (-82.102910+21.105436j), (40.780884+27.555683j), (3.981258+40.941484j), (-0.516519-2.475125j), (-82.102910-21.105436j), (20.805651+12.353699j), (-32.656985-34.568111j), (18.321518-5.939571j), (16.632298+56.280732j), (40.780884-27.555683j), (-22.646568-11.863384j), (-79.669035+10.159444j), (32.310122-1.471224j), (20.805651-12.353699j)
 (81.777344+0.000000j), (-58.156405-2.575743j), (-44.302872-1.358162j), (27.128548+5.597679j), (3.664366-3.933376j), (-0.174323-14.544315j), (-44.302872+1.358162j), (27.760540+15.726086j), (-11.947774-1.952463j), (6.949455+13.630078j), (-0.717936-19.033199j), (27.128548-5.597679j), (14.737597+16.484190j), (-58.156405+2.575743j), (2.471767+16.631501j), (27.760540-15.726086j)
 (98.191406+0.000000j), (-69.004194+2.449648j), (-55.133889-10.704430j), (35.947029+1.306654j), (13.261721-25.163833j), (-0.667371+6.771794j), (-55.133889+10.704430j), (27.681428-1.994378j), (-25.373427+0.338446j), (-1.479768+20.560125j), (6.240670-17.720493j), (35.947029-1.306654j), (18.444354+5.693666j), (-69.004194-2.449648j), (8.157489+7.875155j), (27.681428+1.994378j)
 (61.792969+0.000000j), (-39.018866+10.341640j), (-25.680218-10.179129j), (3.730081+7.659736j), (-7.842830-29.068164j), (-2.560847+6.670852j), (-25.680218+10.179129j), (30.136071+3.550773j), (7.428171-9.742636j), (8.150975+19.671289j), (-4.468148-3.875217j), (3.730081-7.659736j), (9.714006+32.706357j), (-39.018866-10.341640j), (-13.425706-7.000719j), (30.136071-3.550773j)
 (31.550781+0.000000j), (-27.623672+0.018595j), (-11.940351-0.436984j), (22.755227+1.782322j), (-6.258666+1.691211j), (5.674524-1.213428j), (-11.940351+0.436984j), (0.909215+1.486484j), (6.196114-2.076097j), (2.093312-0.296109j), (-28.913486+1.999223j), (22.755227-1.782322j), (17.580283-0.622249j), (-27.623672-0.018595j), (6.306606+2.799192j), (0.909215-1.486484j)
 (113.316406+0.000000j), (-91.803187-2.882862j), (-35.316221-11.181038j), (18.423605+3.703765j), (-32.446441-11.002790j), (17.307571+7.627446j), (-35.316221+11.181038j), (40.885908-1.858717j), (2.293490-2.936672j), (23.815763+6.344093j), (-7.181721-12.131291j), (18.423605-3.703765j), (44.199673+2.884718j), (-91.803187+2.882862j), (-26.133061+11.063489j), (40.885908+1.858717j)
 (131.511719+0.000000j), (-96.396643-5.065632j), (-56.194039+0.418432j), (75.152715+8.646069j), (-23.019144-8.199607j), (21.981308+4.972330j), (-56.194039-0.418432j), (10.172658-1.936323j), (0.196790-28.508176j), (6.078752+18.587030j), (-42.444721+11.576251j), (75.152715-8.646069j), (30.273442+3.574231j), (-96.396643+5.065632j), (11.259433-9.987396j), (10.172658+1.936323j)
 (77.429688+0.000000j), (-48.872972-8.126158j), (-22.373419+2.179212j), (18.134389-4.351318j), (-20.721555-2.825235j), (14.851615+6.306857j), (-22.373419-2.179212j), (-0.832122+0.230706j), (-17.947071+0.761161j), (20.363106-5.416248j), (8.136326+3.127068j), (18.134389+4.351318j), (-4.104724-15.720036j), (-48.872972+8.126158j), (20.507647+5.080725j), (-0.832122-0.230706j)
 (96.457031+0.000000j), (-81.514417-4.268075j), (-32.125467-1.295818j), (33.161439+2.128191j), (-18.874051-7.685010j), (3.894476+1.254149j), (-32.125467+1.295818j), (21.977483-5.868111j), (-28.197667-12.264348j), (28.957384+11.387339j), (-22.434228+5.318606j), (33.161439-2.128191j), (46.394421-2.268766j), (-81.514417+4.268075j), (-10.530398-12.472530j), (21.977483+5.868111j)
 (115.042969+0.000000j), (-78.939697+1.090594j), (-61.519875-8.390516j), (46.731262+4.961119j), (3.232475-9.873865j), (5.876127-11.391097j), (-61.519875+8.390516j), (25.164511+6.787781j), (-25.401166+1.848681j), (6.932960+19.684106j), (-3.105632-24.352791j), (46.731262-4.961119j), (17.714789+12.230009j), (-78.939697-1.090594j), (12.319463+10.544346j), (25.164511-6.787781j)
 (108.343750+0.000000j), (-67.867217+6.691478j), (-33.708300+1.240064j), (25.593813+1.501342j), (-31.734609-10.082190j), (-17.911661-4.446476j), (-33.708300-1.240064j), (26.462576+12.452316j), (-20.436817-22.016341j), (50.625749+27.821215j), (3.543162-2.641385j), (25.593813-1.501342j), (2.000225+1.188736j), (-67.867217-6.691478j), (-17.238155+8.869558j), (26.462576-12.452316j)
 (65.933594+0.000000j), (-55.426136+0.029187j), (-28.679065-5.613170j), (18.867550+4.768128j), (-4.640147-5.865759j), (1.809711-3.090627j), (-28.679065+5.613170j), (24.624061+2.100251j), (-13.918048-0.771463j), (10.569676+7.315913j), (-2.080523-6.553431j), (18.867550-4.768128j), (30.878110+4.932111j), (-55.426136-0.029187j), (-9.980699+9.966626j), (24.624061-2.100251j)
 (61.664062+0.000000j), (-47.200266+0.221779j), (-24.792781+0.429227j), (51.310316+0.838548j), (-10.501162+2.776867j), (6.238328-0.681459j), (-24.792781-0.429227j), (-1.829019+2.945708j), (27.249123-1.252849j), (-2.177933-1.240207j), (-55.302442+0.043460j), (51.310316-0.838548j), (16.761166-1.543630j), (-47.200266-0.221779j), (10.521984+3.037434j), (-1.829019-2.945708j)
 (122.707031+0.000000j), (-77.573773+3.064869j), (-53.617209-21.662949j), (17.730179-3.223789j), (-12.356955-50.023128j), (4.534898+29.534136j), (-53.617209+21.662949j), (33.461303-2.625535j), (-20.820375+3.064903j), (20.965384+30.457584j), (22.219526-49.202138j), (17.730179+3.223789j), (6.762660+24.492089j), (-77.573773-3.064869j), (12.947728+13.187434j), (33.461303+2.625535j)
 (82.785156+0.000000j), (-68.819865-6.972020j), (-24.865493-7.047471j), (35.462732+12.989921j), (-23.133218-6.463521j), (19.505521+0.751405j), (-24.865493+7.047471j), (6.818785+5.361624j), (-0.621089-14.282278j), (14.730732+12.914915j), (-28.498133+10.518769j), (35.462732-12.989921j), (36.312804-13.206631j), (-68.819865+6.972020j), (4.876532+16.626283j), (6.818785-5.361624j)
 (81.003906+0.000000j), (-63.996694+2.450123j), (-41.358689-8.015802j), (21.343933+17.373828j), (-1.097700-10.695917j), (2.110366-3.944281j), (-41.358689+8.015802j), (43.816932+0.304481j), (-2.812569-8.878677j), (3.405200+16.848184j), (-1.386001+14.893614j), (21.343933-17.373828j), (26.960705+11.898729j), (-63.996694-2.450123j), (-27.675964-5.870717j), (43.816932-0.304481j)
 (105.460938+0.000000j), (-22.051283-5.434939j), (-57.387919+1.341112j), (26.212237+3.806690j), (-10.123940+13.326168j), (18.247046-10.759103j), (-57.387919-1.341112j), (-17.864475+17.519473j), (-36.201358+12.299442j), (20.180400-6.506391j), (38.473743-14.479590j), (26.212237-3.806690j), (-49.793426-0.229375j), (-22.051283+5.434939j), (25.097187+15.319760j), (-17.864475-17.519473j)
 (74.277344+0.000000j), (-71.163745+5.027632j), (-31.093557+1.231635j), (33.965294-3.238790j), (-13.809567+2.062022j), (14.396353-3.222020j), (-31.093557-1.231635j), (25.375680-0.742890j), (-9.344144+0.126877j), (11.960753-0.976353j), (-33.477616-4.678575j), (33.965294+3.238790j), (62.412160+8.907999j), (-71.163745-5.027632j), (-17.885626-2.163026j), (25.375680+0.742890j)
 (104.039062+0.000000j), (-57.784973+8.608476j), (-37.404965-1.619006j), (67.794991+1.638390j), (-40.733747+13.736017j), (17.151169-1.426265j), (-37.404965+1.619006j), (-11.706307+4.142450j), (8.855985-11.639702j), (6.265695+7.102985j), (-24.434786-6.694592j), (67.794991-1.638390j), (10.233999+11.430433j), (-57.784973-8.608476j), (-2.702465-10.860536j), (-11.706307-4.142450j)
 (119.457031+0.000000j), (-65.807277+13.316708j), (-24.384238-2.971410j), (48.125318-11.380951j), (-46.315140+6.404917j), (9.617618+14.881157j), (-24.384238+2.971410j), (-12.560999-29.653970j), (-1.505632+25.531863j), (27.069681-31.112910j), (-6.991994-28.174419j), (48.125318+11.380951j), (-3.498435+30.260030j), (-65.807277-13.316708j), (-0.297797-19.460939j), (-12.560999+29.653970j)
 (42.960938+0.000000j), (-42.186816+1.152778j), (-15.835937-0.841917j), (12.800876+1.405510j), (-9.399444+1.165766j), (8.679689-2.744887j), (-15.835937+0.841917j), (18.437534-0.637116j), (-9.144034-1.770735j), (9.545705+0.404070j), (-9.620549+2.265273j), (12.800876-1.405510j), (39.936112+2.103848j), (-42.186816-1.152778j), (-20.337767-0.773325j), (18.437534+0.637116j)
 (79.082031+0.000000j), (-61.586199-2.438588j), (-25.664711+7.013708j), (27.253932-2.786947j), (-13.863477+28.075436j), (15.797036-20.768066j), (-25.664711-7.013708j), (11.804800+0.397256j), (10.971793+11.081142j), (0.082320-23.237282j), (-14.817071+1.320571j), (27.253932+2.786947j), (23.484671+3.812172j), (-61.586199+2.438588j), (1.765875-13.040135j), (11.804800-0.397256j)
 (72.484375+0.000000j), (-67.021732-4.699732j), (-33.280240+1.343405j), (45.134709+2.449544j), (-10.307619-1.710086j), (13.304672+0.245083j), (-33.280240-1.343405j), (17.421389+4.281801j), (3.872080-6.453769j), (3.758998+4.075385j), (-49.272475+5.765633j), (45.134709-2.449544j), (52.483542-7.942990j), (-67.021732+4.699732j), (-2.457249+5.436868j), (17.421389-4.281801j)
 (136.390625+0.000000j), (-27.004406+5.041946j), (-42.635964-0.954859j), (-13.481259+2.825581j), (-33.938699-13.610153j), (22.918060-1.637748j), (-42.635964+0.954859j), (-15.077070-2.281419j), (-18.904759-5.827376j), (32.461254+13.657764j), (76.996953+20.000541j), (-13.481259-2.825581j), (-68.275094-6.608376j), (-27.004406-5.041946j), (17.235951-1.186070j), (-15.077070+2.281419j)
 (95.253906+0.000000j), (-47.232776-3.830212j), (-18.427690+9.431039j), (59.411824+7.094725j), (-29.520169+21.193106j), (13.602137-3.456286j), (-18.427690-9.431039j), (-34.584901+11.337774j), (31.119643-4.728417j), (-10.211856-13.569581j), (-20.419179+2.056493j), (59.411824-7.094725j), (-7.791360+4.816843j), (-47.232776+3.830212j), (14.905396+4.231190j), (-34.584901-11.337774j)
 (137.980469+0.000000j), (-70.874950+7.315144j), (-71.709694-4.540094j), (17.762996+9.304001j), (-3.155475-0.999904j), (24.886103-7.990643j), (-71.709694+4.540094j), (38.865514+2.279055j), (4.160022+16.565494j), (1.257347+2.295131j), (33.663904-17.568221j), (17.762996-9.304001j), (-21.872388+44.329379j), (-70.874950-7.315144j), (9.117328-24.599028j), (38.865514-2.279055j)
 (57.660156+0.000000j), (-49.118362-1.437372j), (-24.162271-2.829336j), (43.184724+5.657357j), (-8.245558+0.618123j), (7.576953+1.534871j), (-24.162271+2.829336j), (3.351605-2.769267j), (15.501251-1.720843j), (-0.522948-1.343153j), (-50.375419+9.065747j), (43.184724-5.657357j), (28.348566-0.188842j), (-49.118362+1.437372j), (9.344718-4.369551j), (3.351605+2.769267j)
 (113.355469+0.000000j), (-66.537093-5.563444j), (-66.180886+3.013860j), (23.224523-22.631263j), (16.168990+19.686138j), (4.701152-5.839496j), (-66.180886-3.013860j), (45.931389-1.875511j), (0.542261+19.022477j), (-8.830523-34.930764j), (19.776253-19.945203j), (23.224523+22.631263j), (-7.671455-24.594796j), (-66.537093+5.563444j), (-1.445629+22.786171j), (45.931389+1.875511j)
 (130.382812+0.000000j), (-64.924152+7.134922j), (-65.251778+17.445312j), (55.612497+8.931177j), (-28.953781+36.811985j), (29.303459-9.458178j), (-65.251778-17.445312j), (5.862889-9.102877j), (7.849110-40.989884j), (1.552261-3.838412j), (-2.828587+24.286329j), (55.612497-8.931177j), (-6.697562+16.009809j), (-64.924152-7.134922j), (15.736110-16.147470j), (5.862889+9.102877j)
 (105.679688+0.000000j), (-85.051006-2.781633j), (-38.767146-3.240281j), (73.248054+1.994530j), (-26.057367-4.889078j), (19.210016+5.517748j), (-38.767146+3.240281j), (0.809126-10.465106j), (17.367236+7.422775j), (10.431769-2.568700j), (-75.665645+5.969604j), (73.248054-1.994530j), (41.281115+0.610178j), (-85.051006+2.781633j), (14.042656-14.478198j), (0.809126+10.465106j)
 (149.511719+0.000000j), (-54.744089-1.590601j), (-92.331782+5.488549j), (15.196904-27.473326j), (33.883613+29.092930j), (13.525077-11.806971j), (-92.331782-5.488549j), (31.225914-6.979699j), (17.388945-1.315831j), (-16.411060-36.463529j), (26.059073-9.732845j), (15.196904+27.473326j), (-32.857879-25.579782j), (-54.744089+1.590601j), (26.243006+15.637269j), (31.225914+6.979699j)
